Run npm ci --no-audit --no-fund
npm info using npm@11.13.0
npm info using node@v24.16.0
npm verbose title npm ci
npm verbose argv "ci" "--no-audit" "--no-fund"
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.0.15.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.1.16.tgz 14ms (cache hit)

added 412 packages in 4s

Run npm run build

> release-dashboard@2.4.0 build
> tsc -b && vite build

src/config.ts(14,5): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
  Type 'undefined' is not assignable to type 'string'.

14     region: process.env.DEPLOY_REGION,
       ~~~~~~

  src/config.ts(3,3)
    3   region: string
        ~~~~~~
    The expected type comes from property 'region' which is declared here on type 'AppConfig'

Found 1 error.
npm error Lifecycle script `build` failed with error:
npm error code 2
npm error path D:\a\release-dashboard\release-dashboard
npm error command failed
npm error command C:\Windows\system32\cmd.exe /d /s /c tsc -b && vite build
Error: Process completed with exit code 2.
